Code,Area,Province/City
1114,Sto. Domingo (Matalahib),Quezon City
1109,Tagumpay,Quezon City
1110,Talampas,Quezon City
1104,Talayan,Quezon City
1116,Talipapa,Quezon City
1116,Tandang Sora,Quezon City
1113,Tatalon,Quezon City
1101,Teachers Village,Quezon City
1110,Ugong Norte,Quezon City
1106,Unang Sigaw,Quezon City
1144,University of the Philippines P.O. Boxes,Quezon City
1101,University of the Philippines Post Office,Quezon City
1101,University of the Philippines Village,Quezon City
840,V. Luna Hospital,Quezon City
1112,Valencia,Quezon City
1128,Vasra,Quezon City
870,Veterans Hospital,Quezon City
1105,Veterans Village,Quezon City
1109,Villa Maria Clara,Quezon City
1120,Violago Homes,Quezon City
1104,West Triangle,Quezon City
1110,White Plains,Quezon City
3403,Aglipay,Quirino
3400,Cabarroguis,Quirino
3401,Diffun,Quirino
3404,Maddela,Quirino
3405,Nagtipunan (Abbag),Quirino
3402,Saguday,Quirino
1930,Angono,Rizal
1870,Antipolo,Rizal
1970,Baras,Rizal
1940,Binangonan,Rizal
1900,Cainta,Rizal
1950,Cardona,Rizal
1990,Jalajala,Rizal
1960,Morong,Rizal
1910,Pililla,Rizal
1860,Rodriguez,Rizal
1850,San Mateo,Rizal
1980,Tanay,Rizal
1920,Taytay,Rizal
1880,Teresa,Rizal
5509,Alcantara,Romblon
5515,Banton (Jones),Romblon
5512,Cajidiocan,Romblon
5503,Calatrava,Romblon
5516,Concepcion,Romblon
5514,Corcuera,Romblon
5506,Ferrol,Romblon
5507,Looc,Romblon
5511,Magdiwang,Romblon
5505,Odiongan,Romblon
5500,Romblon,Romblon
5501,San Agustin,Romblon
5504,San Andres,Romblon
5513,San Fernando,Romblon
5510,San Jose,Romblon
5508,Santa Fe,Romblon
5502,Santa Maria (Imelda),Romblon
6724,Almagro,Samar
6720,Basey,Samar
6710,Calbayog,Samar
6715,Calbiga,Samar
6700,Catbalogan,Samar
6722,Daram,Samar
6706,Gandara,Samar
6713,Hinabangan,Samar
6701,Jiabong,Samar
6721,Marabut,Samar
6708,Matuguinao,Samar
6702,Motiong,Samar
6705,Pagsanghan,Samar
6703,Paranas (Wright),Samar
6716,Pinabacdao,Samar
6707,San Jorge,Samar
6723,San Jose De Buan,Samar
6714,San Sebastian,Samar
6709,Santa Margarita,Samar
6718,Santa Rita,Samar
6711,Santo Ni–o,Samar
6712,Tagapul-an,Samar
6719,Talalora,Samar
6704,Tarangnan,Samar
6717,Villareal,Samar
6725,Zumarraga,Samar
401,Asian Development Bank,San Juan
420,Bible School on the Air,San Juan
1504,EisenhowerĞCrame,San Juan
1503,Greenhills (North),San Juan
1502,Greenhills Post Office,San Juan
400,International Correspondence School,San Juan
410,Radio Bible Class,San Juan
1500,San Juan Central Post Office,San Juan
9501,Alabel,Sarangani
9517,Glan,Sarangani
9514,Kiamba,Sarangani
9502,Maasim,Sarangani
9515,Maitum,Sarangani
9516,Malapatan,Sarangani
9503,Malungon,Sarangani
6230,Enrique Villanueva,Siquijor
6226,Larena,Siquijor
6228,Lazi,Siquijor
6229,Maria,Siquijor
6227,San Juan,Siquijor
6225,Siquijor,Siquijor
4701,Bacon,Sorsogon
4712,Barcelona,Sorsogon
4706,Bulan,Sorsogon
4704,Bulusan,Sorsogon
4702,Casiguran,Sorsogon
4713,Castilla,Sorsogon
4715,Donsol,Sorsogon
4710,Gubat,Sorsogon
4707,Irosin,Sorsogon
4703,Juban,Sorsogon
4705,Magallanes,Sorsogon
4708,Matnog,Sorsogon
4714,Pilar,Sorsogon
4711,Prieto Diaz,Sorsogon
4709,Santa Magdalena,Sorsogon
4700,Sorsogon City,Sorsogon
9511,Banga,South Cotabato
9500,General Santos (Dadiangas),South Cotabato
9506,Koronadal,South Cotabato
9514,Lake Sebu,South Cotabato
9508,Norala,South Cotabato
9504,Polomolok,South Cotabato
9509,Santo Ni–o,South Cotabato
9512,Surallah,South Cotabato
9513,T'Boli,South Cotabato
9507,Tampakan,South Cotabato
9510,Tantangan,South Cotabato
9505,Tupi,South Cotabato
6610,Anahawan,Southern Leyte
6604,Bontoc,Southern Leyte
6608,Hinunangan,Southern Leyte
6609,Hinundayan,Southern Leyte
6615,Libagon,Southern Leyte
6612,Liloan,Southern Leyte
6618,Limasawa,Southern Leyte
6600,Maasin,Southern Leyte
6601,Macrohon,Southern Leyte
6603,Malitbog,Southern Leyte
6602,Padre Burgos,Southern Leyte
6614,Pintuyan,Southern Leyte
6616,Saint Bernard,Southern Leyte
6613,San Francisco,Southern Leyte
6611,San Juan (Cabalian),Southern Leyte
6617,San Ricardo,Southern Leyte
6607,Silago,Southern Leyte
6606,Sogod,Southern Leyte
6605,Tomas Oppus,Southern Leyte
9810,Bagumbayan,Sultan Kudarat
9801,Columbio,Sultan Kudarat
9806,Esperanza,Sultan Kudarat
9805,Isulan,Sultan Kudarat
9808,Kalamansig,Sultan Kudarat
9802,Lambayong,Sultan Kudarat
9807,Lebak,Sultan Kudarat
9803,Lutayan,Sultan Kudarat
9809,Palimbang,Sultan Kudarat
9804,President Quirino,Sultan Kudarat
9811,Senator Ninoy Aquino,Sultan Kudarat
9800,Tacurong,Sultan Kudarat
7406,Banguingui (Tongkil),Sulu
7413,Hadji Panglima Tahil,Sulu
7407,Indanan,Sulu
7400,Jolo,Sulu
7416,Kalingalan Calauang,Sulu
7411,Lugus,Sulu
7404,Luuk (Omar),Sulu
7409,Maimbung,Sulu
7402,Old Panamao,Sulu
7400,Pandami,Sulu
7415,Panglima Estino (New Panamao),Sulu
7414,Pangutaran,Sulu
7408,Parang,Sulu
7405,Pata,Sulu
7401,Patikul,Sulu
7412,Siasi,Sulu
7403,Talipao,Sulu
7410,Tapul,Sulu
8425,Alegria,Surigao del Norte
8408,Bacuag,Surigao del Norte
8424,Burgos,Surigao del Norte
8410,Claver,Surigao del Norte
8417,Dapa,Surigao del Norte
8418,Del Carmen,Surigao del Norte
8419,General Luna,Surigao del Norte
8409,Gigaquit,Surigao del Norte
8407,Mainit,Surigao del Norte
8402,Malimono,Surigao del Norte
8420,Pilar,Surigao del Norte
8405,Placer,Surigao del Norte
8423,San Benito,Surigao del Norte
8401,San Francisco,Surigao del Norte
8421,San Isidro,Surigao del Norte
8422,Santa Monica,Surigao del Norte
8404,Sison,Surigao del Norte
8416,Socorro,Surigao del Norte
8400,Surigao City,Surigao del Norte
8403,Tagana-an,Surigao del Norte
8406,Tubod,Surigao del Norte
8309,Barobo,Surigao del Sur
8303,Bayabas,Surigao del Sur
8311,Bislig,Surigao del Sur
8304,Cagwait,Surigao del Sur
8317,Cantilan,Surigao del Sur
8315,Carmen,Surigao del Sur
8318,Carrascal,Surigao del Sur
8313,Cortes,Surigao del Sur
8310,Hinatuan,Surigao del Sur
8314,Lanuza,Surigao del Sur
8307,Lianga,Surigao del Sur
8312,Lingig,Surigao del Sur
8316,Madrid,Surigao del Sur
8306,Marihatag,Surigao del Sur
8305,San Agustin,Surigao del Sur
8301,San Miguel,Surigao del Sur
8308,Tagbina,Surigao del Sur
8302,Tago,Surigao del Sur
8300,Tandag,Surigao del Sur
1630,BagumbayanĞPinagsama,Taguig
1636,Bay Breeze Executive Village,Taguig
1631,Bicutan,Taguig
1637,IbayoĞTipas,Taguig
1638,Ligid,Taguig
1632,Lower BicutanĞUsusan,Taguig
1634,NicholsĞMcKinley (Bonifacio Global City),Taguig
1630,Palingon,Taguig
1634,Tilapya,Taguig
1638,Tuktukan,Taguig
1633,Upper Bicutan,Taguig
1635,Ususan and Palar Village,Taguig
1630,Western Bicutan,Taguig
2310,Anao,Tarlac
2317,Bamban,Tarlac
2306,Camiling,Tarlac
2315,Capas,Tarlac
2316,Concepcion,Tarlac
2302,Gerona,Tarlac
2314,La Paz,Tarlac
2304,Mayantoc,Tarlac
2308,Moncada,Tarlac
2307,Paniqui,Tarlac
2312,Pura,Tarlac
2311,Ramos,Tarlac
2305,San Clemente,Tarlac
2318,San Jose,Tarlac
2309,San Manuel,Tarlac
2301,"San Miguel, Tarlac City",Tarlac
2303,Santa Ignacia,Tarlac
2300,Tarlac City,Tarlac
2313,Victoria,Tarlac
7500,Bongao,Tawi-Tawi
7509,Languyan,Tawi-Tawi
7508,Mapun (Cagayan de Sulu),Tawi-Tawi
7501,Panglima Sugala (Balimbing),Tawi-Tawi
7503,Sapa-Sapa,Tawi-Tawi
7510,Sibutu,Tawi-Tawi
7505,Simunul,Tawi-Tawi
7506,Sitangkai,Tawi-Tawi
7504,South Ubian,Tawi-Tawi
7502,Tandubas,Tawi-Tawi
7507,Turtle Islands (Taganak),Tawi-Tawi
1444,Arkong Bato,Valenzuela
1445,BalangkasĞColoong,Valenzuela
1443,DalandananĞWest Canumay,Valenzuela
1447,East CanumayĞLawang Bato Punturin,Valenzuela
560,Far East Broadcasting Corporation,Valenzuela
550,Febias College of Bible,Valenzuela
1442,Fortune Village,Valenzuela
1442,General T. de Leon,Valenzuela
1441,KaruhatanĞParada,Valenzuela
1446,Lingunan,Valenzuela
1444,Mabolo,Valenzuela
1444,Malanday,Valenzuela
1448,Mapulang Lupa,Valenzuela
1442,Paso de Blas,Valenzuela
1444,Pasolo,Valenzuela
1444,Polo,Valenzuela
1444,Rincon,Valenzuela
1440,Valenzuela Central Post Office,Valenzuela
1496,Valenzuela P.O. Boxes,Valenzuela
2202,Botolan,Zambales
2203,Cabangan,Zambales
2212,Candelaria,Zambales
2208,Castillejos,Zambales
2201,Iba,Zambales
2211,Masinloc,Zambales
2200,Olongapo,Zambales
2210,Palauig and Scarborough Shoal,Zambales
2206,San Antonio,Zambales
2204,San Felipe,Zambales
2207,San Marcelino,Zambales
2205,San Narciso,Zambales
2213,Santa Cruz,Zambales
2209,Subic,Zambales
2222,Subic Bay Freeport Zone,Zambales
7123,Baliguian,Zamboanga del Norte
7101,Dapitan,Zamboanga del Norte
7100,Dipolog,Zamboanga del Norte
7114,Godod,Zamboanga del Norte
7118,Gutalac,Zamboanga del Norte
7111,Jose Dalman (Ponot),Zamboanga del Norte
7124,Kalawit,Zamboanga del Norte
7109,Katipunan,Zamboanga del Norte
7119,La Libertad,Zamboanga del Norte
7117,Labason,Zamboanga del Norte
7125,Leon B. Postigo,Zamboanga del Norte
7115,Liloy,Zamboanga del Norte
7110,Manukan,Zamboanga del Norte
7107,Mutia,Zamboanga del Norte
7105,Pi–an,Zamboanga del Norte
7106,Polanco,Zamboanga del Norte
7102,Pres. Manuel A. Roxas,Zamboanga del Norte
7104,Rizal,Zamboanga del Norte
7114,Salug,Zamboanga del Norte
7108,Sergio Osme–a Sr.,Zamboanga del Norte
7113,Siayan,Zamboanga del Norte
7122,Sibuco,Zamboanga del Norte
7103,Sibutad,Zamboanga del Norte
7112,Sindangan,Zamboanga del Norte
7120,Siocon,Zamboanga del Norte
7121,Sirawai,Zamboanga del Norte
7116,Tampilisan,Zamboanga del Norte
7020,Aurora,Zamboanga del Sur
7011,Bayog,Zamboanga del Sur
7032,Dimataling,Zamboanga del Sur
7030,Dinas,Zamboanga del Sur
7015,Dumalinao,Zamboanga del Sur
7028,Dumingag,Zamboanga del Sur
7042,Guipos,Zamboanga del Sur
7027,Josefina,Zamboanga del Sur
7013,Kumalarang,Zamboanga del Sur
7017,Labangan,Zamboanga del Sur
7014,Lakewood,Zamboanga del Sur
7037,Lapuyan,Zamboanga del Sur
7026,Mahayag,Zamboanga del Sur
7035,Margosatubig,Zamboanga del Sur
7021,Midsalip,Zamboanga del Sur
7023,Molave,Zamboanga del Sur
7016,Pagadian,Zamboanga del Sur
7033,Pitogo,Zamboanga del Sur
7024,Ramon Magsaysay (Liargo),Zamboanga del Sur
7029,San Miguel,Zamboanga del Sur
7031,San Pablo,Zamboanga del Sur
7022,Sominot (Don Mariano Marcos),Zamboanga del Sur
7034,Tabina,Zamboanga del Sur
7025,Tambulig,Zamboanga del Sur
7043,Tigbao,Zamboanga del Sur
7019,Tukuran,Zamboanga del Sur
7036,Vincenzo A. Sagun,Zamboanga del Sur
7000,Zamboanga City,Zamboanga del Sur
7040,Alicia,Zamboanga Sibugay
7009,Buug,Zamboanga Sibugay
7039,Diplahan,Zamboanga Sibugay
7007,Imelda,Zamboanga Sibugay
7001,Ipil,Zamboanga Sibugay
7005,Kabasalan,Zamboanga Sibugay
7010,Mabuhay,Zamboanga Sibugay
7038,Malangas,Zamboanga Sibugay
7004,Naga,Zamboanga Sibugay
7041,Olutanga,Zamboanga Sibugay
7008,Payao,Zamboanga Sibugay
7002,Roseller T. Lim,Zamboanga Sibugay
7006,Siay,Zamboanga Sibugay
7012,Talusan,Zamboanga Sibugay
7003,Titay,Zamboanga Sibugay
7018,Tungawan,Zamboanga Sibugay
